Date,AAPL,MSFT,GOOG,TSLA,BTC-USD
2022-03-30,177.77000427246094,313.8599853515625,2852.889892578125,1093.989990234375,47062.6640625
2022-03-31,174.61000061035156,308.30999755859375,2792.989990234375,1077.5999755859375,45538.67578125
2022-04-01,174.30999755859375,309.4200134277344,2814.0,1084.5899658203125,46281.64453125
2022-04-04,178.44000244140625,314.9700012207031,2872.85009765625,1145.449951171875,46622.67578125
2022-04-05,175.05999755859375,310.8800048828125,2821.260009765625,1091.260009765625,45555.9921875
2022-04-06,171.8300018310547,299.5,2743.52001953125,1045.760009765625,43206.73828125
2022-04-07,172.13999938964844,301.3699951171875,2729.300048828125,1057.260009765625,43503.84765625
2022-04-08,170.08999633789062,296.9700012207031,2680.2099609375,1025.489990234375,42287.6640625
2022-04-11,165.75,285.260009765625,2595.929931640625,975.9299926757812,39521.90234375
2022-04-12,167.66000366210938,282.05999755859375,2567.489990234375,986.9500122070312,40127.18359375
2022-04-13,170.39999389648438,287.6199951171875,2605.719970703125,1022.3699951171875,41166.73046875
2022-04-14,165.2899932861328,279.8299865722656,2545.06005859375,985.0,39935.515625
2022-04-18,165.07000732421875,280.5199890136719,2559.219970703125,1004.2899780273438,40826.21484375
2022-04-19,167.39999389648438,285.29998779296875,2610.6201171875,1028.1500244140625,41502.75
2022-04-20,167.22999572753906,286.3599853515625,2564.909912109375,977.2000122070312,41374.37890625
2022-04-21,166.4199981689453,280.80999755859375,2498.75,1008.780029296875,40527.36328125
2022-04-22,161.7899932861328,274.0299987792969,2392.280029296875,1005.0499877929688,39740.3203125
2022-04-25,162.8800048828125,280.7200012207031,2465.0,998.02001953125,40458.30859375
2022-04-26,156.8000030517578,270.2200012207031,2390.1201171875,876.4199829101562,38117.4609375
2022-04-27,156.57000732421875,283.2200012207031,2300.409912109375,881.510009765625,39241.12109375
2022-04-28,163.63999938964844,289.6300048828125,2388.22998046875,877.510009765625,39773.828125
2022-04-29,157.64999389648438,277.5199890136719,2299.330078125,870.760009765625,38609.82421875
2022-05-02,157.9600067138672,284.4700012207031,2343.139892578125,902.9400024414062,38529.328125
